;;;;;;;;;;x
expand_halesca_desc;Given Skamisc and other countries' ambitions in North Ameriga, it seems prudent to claim the land all the way to the Skamisc border at the 141st parallel. That way, none can try to sneak around us, and we can exploit the resources to be found in our rich, if far-flung, colony.;x
expand_to_jordrac_title;Expand to the Jordrac;x
expand_to_jordrac_desc;The massive Jordrac River to our south is a perfect natural border for Gidan. Uilscyr has a weak claim to the lands north of the river, which are populated by native peoples with few Uislc settlers. Let us claim this vast expanse of the rainforest for ourselves!;x 
expand_to_kilikia_title;Expand to Kilikia;x
expand_to_kilikia_desc;With the war over and peace restored, we can once again look outward. The Muslims in Armenia are weak and hold territory that was once Roman. Let us reclaim it and cut them off from the Mediterranean, thus weakening them further.;x
expedition_to_okhotsk_title;Mount the Svetaev Expedition;x
expedition_to_okhotsk_desc;In 1845, Count Bogdan Svetayev was commissioned by the $COUNTRY_ADJ$ government to explore and lay claim to lands at the western coast of Asia beyond the recently conquered lands of the Yakuts. Svetayev and his men mapped out the coast of the Sea of Okhotsk from the border of Manchurian-claimed land to the Bay of Ayan, claiming it in the name of $COUNTRY$.;x
extend_to_arabia_title;Extend to Arabia;x
extend_to_arabia_desc;We can more directly influence the Bedouin tribes of the Arabian peninsula.;x
fight_for_latvia_title;Fight for Latvia;x
fight_for_latvia_desc;It is clear that military intervention is necessary in Latvia if we are to guarantee that their movement for independence succeeds. To war!;x
force_cw_gxi_title;The Future of Nanyue;x
force_cw_gxi_desc;Our nation lies at the crossroads of Southeast Asia and China, influenced by both yet belonging fully to neither. We must firmly choose which direction our future lies in. \n\n§RTaking this decision means going to war with the Qin!;x
force_cw_qin_title;The Future of Nanyue;x
force_cw_qin_desc;Nanyue is a remnant of the Ming collapse and has long escaped our attention. It is time to make them decide once and for all where their King's allegiance lies.;x
form_greater_netherlands_title;Form the Greater Netherlands;x
form_greater_netherlands_desc;Our superiority over Brabant and Wallonia and our elevated position in the world are undisputed. We can use our power to gain political and domestic control over Brabant and Wallonia, and thus form a greater Empire than has been seen in our region for almost a millennium!;x
form_mellomamerika_title;Form Mellomamerika;x
form_mellomamerika_desc;Our superiority over our other Mellomsk neighbors puts us in a position to form a powerful union of Mellomamerika. Let us embrace our destiny!;x
form_mellomamerika_without_title;Unify Mellomamerika;x
form_mellomamerika_without_desc;The small Mellomsk settler states of Mellomamerika, long abandoned by their former Norwegian colonial overloards, would be a far more useful ally if united - under our guidance, of course.;x
form_meridion_title;Unite the South;x
form_meridion_desc;It is time to formally incorporate Rome and Sicily into our kingdom, and with that a better name is needed. The Meridion is the whole southern part of the Italian peninsula - it has been so called in the vernacular throughout Europe for centuries. Let it now enter the formal, too. The Meridion shall be our stepping stone to bringing the whole of the Italian peninsula under our sway!;x
form_irakleio_title;Declare the Republic of Irakleio;x
form_irakleio_desc;The fortunes of our island trade republic continue to rise, and it is necessary that we no longer be confined to an old name and an old way of thinking. We must restructure our country to better ensure our continued survival and prosperity. Let us rebrand ourselves as the Republic of Irakleio, a truly cosmopolitan country where prosperity, not ethnicity or language, is the deciding factor in a man's worth.;x
form_italy_title;Avanti Italia!;x
form_italy_desc;By establishing a dominant position on the Italian peninsula, we can create a national homeland for all its residents by proclaiming ourselves the motive power of a unified Italian state. Such a thing has never before been done, but the Italians have never been conventional people. \n\n§RNB: In addition to Italian cores you must control/puppet Florence, Genoa, Milan and Venice.;x
form_russian_empire_title;Declare a Great Russian Empire;x
form_russian_empire_desc;With the final defeat of the backwards, religion-obsessed Tsar in Moscow, it is time to unite all Great Russians in a more Westward-facing empire, under the Imperator in Smolensk, the true capital of all Russia!;x
form_scylfiga_woning_title;An Amerigan Woning;x
form_scylfiga_woning_desc; Against all odds, Aenglisc settlers once carved out homes in the wilderness of western Ameriga. Now we must bring their descendants together under one flag.;x
form_stellaland_title;Form Stellaland;x
form_stellaland_desc;With the lands of the Steenkoolers united under our banner, we can seek a greater destiny for everyone under the four stars of our people. Let us never bow to Europeans or Africans.;x
form_zachadia_title;Form Zachadia;x
form_zachadia_desc;Philologists have confirmed what we have already long known: that the Poles, Czechs, Silesians, and Slovaks all speak closely related languages, which have come to be called the Western Slavic family. Given our cultural, linguistic, and geographical proximity, we could unite our peoples into a great nation.\n\nNOTE! Western Slavs must control Silesian and Polish cores (Slovakia can be owned by them, or Hungary can be puppeted), and Prague/Bohemia must be sphered and puppeted with +100 relations. If a non-Western Slavic country owns Silesian or Polish cores, the decision cannot be taken, no matter what.;x
FRA_embrace_bretons_title;Integrate the Bretons;x
FRA_embrace_bretons_desc;The Bretons will continue to be troublesome and agitate for independence unless something is done to appease them. By granting them the same rights that proper French citizens have, perhaps we may succeed in appeasing them and reducing their unruliness and restlessness.;x
FRA_embrace_picards_title;Embrace the Picards;x
FRA_embrace_picards_desc;While they may speak a strange variant of our own language, we must look to the Picards as cousins, at least. Let us show them that they will do just as well under the French umbrella as under the Wallonian one, even if it leaves a bad taste in our mouth to make such a concession to them.;x
FRA_embrace_walloons_title;Walloon Societal Integration;x
FRA_embrace_walloons_desc;The Walloons will be restive for generations unless we grant them some place in our society. We will grant them concessions if only so that their rich lands will be more productive for us than they currently are.;x
FRA_levant_ultimatum_title;The Outremer Question;x
FRA_levant_ultimatum_desc;The Outremer people of the Levant, descendents of French crusaders from the Middle Ages, have long languished under the Persian yoke. With a now-unified and strong France, and unrest in the Levant rising to a fever pitch, it is our moral imperative to unite with our long-sundered brethren. Repeated intransigence by the Shah's government leaves us no choice - they must accept our ultimatum or face our wrath.;x
FRA_levant_war_title;War in the Levant;x
FRA_levant_war_desc;With the Shah having arrogantly dismissed our just demands, now only one recourse remains - war! We will conquer the Levant, as our predecessors did 800 years ago.;x
FRA_rename_levant_title;Rename the Levantine Provinces;x
FRA_rename_levant_desc;Now that we have established firm control over the Outremer provinces, it is time to show the world that we are their rightful owners by returning the major settlements to their original French names.;x
FRA_return_our_colonies_title;The Return of the Iles Bleus;x
FRA_return_our_colonies_desc;Now that we once again have access to the sea and a proper navy, we can start reclaiming our former colonies. Let's start with our colony in the Iles Bleus, which is administered by Brittany at the moment.;x
further_the_revolution_in_DAU_title;Further the Revolution in Daufinat;x
further_the_revolution_in_DAU_desc;The monarchists of our cousins in Daufinat are facing serious opposition from their own liberal people, who seek to set up a democracy similar to ours. By sending a diplomatic mission, we may be able to convince the Duke, Guigues de Mauguio, to give up rather than lose his life fighting for a lost cause.;x
garda_civica_title;Form the Garda Civica;x
garda_civica_desc;In revolutionary Aquitània, giving the people more say in the maintenance of order was a top priority in securing and legitimising the new, post-royal government. Thus, as a means of restoring order and prosperity to the country, the Garda Civica was formed. Composed of volunteer citizens of both sexes, the GC was meant to bring peace.;x
GDN_ai_selvenkes_purchase_title;Innocuous Story decision;x
GDN_ai_selvenkes_purchase_desc;Please ignore. Thanks.;x
glaschu_ultimatum_title;Issue the Glaschu Ultimatum to Éire;x
glaschu_ultimatum_desc;For too long has Éire held the crown jewel of Alba: Glaschu. We are now in a position to demand its return. In issuing the ultimatum, we will send Éire a strong message: Give us Glaschu or face war.;x
great_BUK_flag_title;The End of Bukkhara;x
great_BUK_flag_desc;This is a utility decision to set a flag for whatever Russian country is alive.;x
great_KHI_flag_title;The End of Khiva;x
great_KHI_flag_desc;This is a utility decision to set a flag for whatever Russian country is alive.;x
great_KOK_flag_title;The End of Kokand;x
great_KOK_flag_desc;This is a utility decision to set a flag for whatever Russian country is alive.;x
great_KZH_flag_title;The End of the Kazakh Khanate;x
great_KZH_flag_desc;This is a utility decision to set a flag for whatever Russian country is alive.;x
greek_crete_title;Claim Crete;x
greek_crete_desc;We have heard that there are many Greeks on Crete who wish to be united with Greece. Let us stake our claim!;x
greek_macedonia_arbenon_title;Claim Macedonia and Arbenon;x
greek_macedonia_arbenon_desc;Now that we have proven our strength to the failing Empire and to the world, it is time to expand our democracy to the north, to the ancient Greek lands before the Empire established its rule over us all those long centuries ago. The myriad peoples in these lands have much in common historically and culturally with ours, even if their languages may now be different. Let us incorporate them into our revolutionary democracy!;x
greek_salonika_title;Claim Salonika;x
greek_salonika_desc;One of the most important cities in the whole region, the people of Salonika did not choose to join our great democratic experiment. Now that experiment has proven to be stable. Let us claim the rest of Thessalonikos for Greece!;x
greek_sevastopol_title;Restoration of Cherson;x
greek_sevastopole_desc;Now that we have reclaimed the ancient theme of Cherson, it is time to restore its old names and invite the Roman diaspora around the sea to settle in the land of their ancestors.;x
gxi_china_expanse_title;Claim Southern China;x
gxi_china_expanse_desc;We have proven our military and cultural power in Asia while the Qin languish in backwardness and stagnate. We should seize the border provinces and liberate their impoverished masses from servitude to an Emperor who has no power.;x
gxi_destiny_title;Unite Greater China;x
gxi_destiny_desc;By restraining foreign influence in our kingdom, we can demonstrate our cultural purity and position Nanyue to unite the disparate lands of China.;x
gxi_seasia_destiny_title;Unite Southeast Asia;x
gxi_seasia_destiny_desc;Now that we have separated from China, we should follow our roots and unite the many peoples of Southeast Asia under our banner.;x
headwaters_po_title;The Headwaters of the Pò;x
headwaters_po_desc;Ours is a country of the Padanian plain. The P? River is ever in our minds, yet its source lies not in our lands. Its peoples are much more like to use than to anyone else. So let us lay claim to the whole of the P? valley, even up to its headwaters in the Pian del Re. Avànti, Padanesi!;x
hegemony_gidan_title;Establish Hegemony over Gidan;x
hegemony_gidan_desc;The people of Gidan speak our language and share many aspects of our culture. While historically, we were separated by the vast wildernesses of the northern bank of the Jordrac River, the advance of progress allows us to bring them under our wing for the good of all.;x
helvetian_patrimony_title;The Helvetian Patrimony;x
helvetian_patrimony_desc;The Germans of the South are united under one flag. Almost united. The cantons of Helvetia, long isolated by choice from Germany proper, must be brought into the fold. It will not be by their decision that the destiny of Germany left to rot by the side of the road to glory. They must join us, for the good of all Germans.;x
hispania_by_sword_title;Begin the Reconquista;x
hispania_by_sword_desc;Hispania was always one of the dominant powers in western Europe, but in 1829, the League of the Ten Monarchs violently and unjustly stripped away many of our core lands to limit our power even as they restored us to our rightful place on the throne. By declaring a Reconquista of all Iberia, we will announce our objective to take back what was once ours. Hispania will rise again, and may the consequences damn whoever stands in our way!;x
honour_vikings_title;Honour the Vikings;x
honour_vikings_desc;An awareness of the great past of our people is growing thanks to an increasing interest in archaeology and history. The people of $COUNTRY$ were once fierce warriors, feared throughout Europe, little more than 600 years ago, and they had a lasting impact on the world. Let us honour their enterprising spirit!;x
host_munich_conference_title;Call the Munich Conference;x
host_munich_conference_desc;With the unification of the northern states into just two major powers, both of whom are strong enough to challenge Bavaria, it is time that we, too, unify with our brethren, Baden and Wurttemburg. We will call this conference and coerce their heads of state into joining us, for the good of us all and all Germany.;x
host_munich_conference_ai_title;Call the Munich Conference;x
host_munich_conference_ai_desc;With the unification of the northern states into just two major powers, both of whom are strong enough to challenge Bavaria, it is time that we, too, unify with our brethren, Baden and Wurttemburg. We will call this conference and coerce their heads of state into joining us, for the good of us all and all Germany.;x
hta_DON_ally_RUS_title;Ally the Russians;x
hta_DON_ally_RUS_desc;For some reason, we are not formally allied to our friends in Russia. Let us rectify that situation.;x
hta_no_sml_sphere_title;Don't Sphere Smolensk;x
hta_no_sml_sphere_desc;No country should sphere Smolensk because it will mess things up.;x
HtA_POL_setup_title;Poland Setup;x
HtA_POL_setup_desc;Poland is ruled not only by the king, but also by the Sejm - a legislative chamber composed of nobles of the realm who vote by majority rule. This body has met semi-annually for six weeks since time immemorial. A democratic body, it stands in stark opposition to the more absolutist methods of rule Poland's neighbours employ. The involvement of nobility tends to guarantee their investment in the well-being of the state, and this has effects beyond the legislation the body produces: each member ensures that the land he owns is as prosperous as can be.;x
incite_byelorussians_title;Incite Byelorussians;x
incite_byelorussians_desc;If we are to continue to weaken our rival in Smolensk, then it will not be on the field of battle, but in the hearts and minds of the downtrodden minorities of their empire. We will stir up local grievances in order to sow chaos in their country.;x
incite_ukrainians_title;Incite Ukrainians;x
incite_ukrainians_desc;The Ukrainians have long had a separate identity from the Great Russians, even those of Smolensk. Their culture and language are similar, but their history of fraternization with the Cossacks has institutionalized distrust against them by the ruling elites of the country. We can inflame old tensions to strengthen the Ukrainians and to cause further headaches for Smolensk.;x
incorporate_brabant_title;Incorporate Brabant into the Netherlands;x
incorporate_brabant_desc;Now that we've claimed Zeeland, why not just get the rest of the Duchy of Brabant, too? After all, its inhabitants are all Dutch speakers, even if they have a strange dialect. Incorporating the Flemish of Brabant is a natural step in continuing to ensure our greatness.;x
info_AEN_title;HtA Aengland Info;x
info_AEN_desc;First of all, if you care, check out the Aenglisc pronunciation guide for a sense of how the language should be pronounced. When you get cores on Alba's homelands, you'll get events to get some of their colonies, and other nearby colonial powers will be able to seize some, too. As shown in Spudgun's HtA series, this can cause frustration for the Alba player, as there's no real way for them NOT to lose all their land if you go and take their cores.;x
info_BYZ_title;HtA Roman Empire Info;x
info_BYZ_desc;You start big and have lots of potential to get properly powerful. Info about the Roman Civil War: it will be foreshadowed in the 1840s and 50s and then Anatole and Greece will be released as your vassals around 1858-62. I highly suggest that you don't do silly things like canceling their vassal status and then annexing them, mostly because a) that's not how I test it and you're going to mess up flags and stuff and b) that's lame.\n\nAfter the Civil War you'll get decisions to expand further east and to get back into Italy. The time between reclaiming your cores from Armenia and the civil war is about rebuilding and modernizing.;x
info_german_title;HtA Germany Info;x
info_german_desc;The big three in Germany are of course the big B's - Bavaria, Brandenburg and Brunswick (who at the beginning of the game is big on soft power). Once it's time to claim German hegemony (which currently can only be done with those three), you'll take the decision and the others should immediately follow. Then there'll be a major event which will announce the beginning of the wars. Only after that are the CBs available. NB - If you from NGF or SGF, you will lose access to these CBs. I'll rework Germany formation in 0.40 probably and remove NGF/SGF.;x
info_MLT_title;HtA Malta Info;x
info_MLT_desc;I recommend against playing Malta. It's going to be even more lame than in vanilla, because while there's a little bit of flavour, I didn't really bother to write events for much of the Maltese side of things, and if you're playing railroaded, you're GOING to get puppeted and annexed. So just don't.;x
info_NPL_title;HtA Southern Italy Info;x
info_NPL_desc;In this game, Italy is a geographical term and it will take some BIG work to get to control all of Italy as we know it in our world. First things first, you'll want to form Meridion, a formable which formally incorporates Sicily (not a centralized part of the Kingdom of Naples) and the Papal States. After that you'll have to see what kinds of opportunities arise for targeting the Padan Union, and then form Italy. (As of the end of 2021, there's nothing yet that will let you do anything that conquer them with your own initiative.);x
info_PDN_title;HtA Padan Union Info;x
info_PDN_desc;If you didn't already know, within a couple of years of game start, these four countries under the Alps will unite. It will work as any of them, but don't have an MP with more than one person playing among the four countries.\n\nIt's also not a great idea to have a human Padan Union and a human Naples if you want them to cooperate, due to the way some things are written.;x
info_POL_title;HtA Poland Info;x
info_POL_desc;There is still work to be done on Poland with regard to the Sejm, coming up on 0.37. You may see that you have a bunch of negative modifiers. These are intended to represent the feudal and Sejm systems. Obviously you can get rid of them with the relevant decisions if you want.\n\nDon't sphere Smolensk because you'll mess up the story that's going on there with Russia, as Poland is intended to be antagonistic toward Smolensk. You'll get a chance to get some land from them with the Treaty of Brest decision.;x
info_RUS_title;HtA Russia Info;x
info_RUS_desc;War with Smolensk will come later. You can't fight them right away. Focus on building up your military and getting through the decision chains to sow discontent in their territory, and get allies. Go as far east as possible with colonization. Only after you've taken the decision to incite Ukrainians will the CB to fight the Russian Hegemony war become available for both countries (or if it's after 1850). Railroaded Smolensk can't use it, though, because the AI is dumb. As long as you win one war with that CB (take any state), you will cause an event which will give them tons of militancy. If Russian Unification rebels don't pop up eventually and overthrow them, you can just fight another war to annex them with the Russian Unification CB. You'll eventually get an event to annex Vitebsk. After you get Nationalism and Imperialism, you can consider sphereing the four central Asian countries and then wait for an event to fire which will annex them, or you could just go to war. There's a decision which will allow you to sphere Kazakh after 1854, so you don't HAVE to sphere them with any urgency.;x
info_SCO_title;HtA Alba Info;x
info_SCO_desc;Just a warning - If Aengland starts messing you up badly, and they take one of your starting states, you're going to lose your colonies to other nearby countries. So don't count on retreating there. The justification for this is that with the loss of the homelands, you have no real means of maintaining your presence in the face of those who would like to take them away from you. Plus, the AI is dumb and I wanted to ensure that they would be able to manage all of this more easily.;x
info_SML_title;HtA Smolensk Info;x
info_SML_desc;Important: If you play railroaded, get ready for a very unfair and probably confusing run. Now that that's out of the way, you start in a very strong position to overwhelm Russia (indeed, it should be easy!), but you'll have to be patient. You'll be able to use the special casus belli later after certain conditions are met - namely the Russians have to have taken a decision to incite your Ukrainian POPs (or if it's after 1850). The reason for not being able attack right away is that the populace of Smolensk, being highly religious, would never (initially) support a war against Russia (which has the backing of the church, among other things). Anyways, you'll get that CB. Take one state. After winning the war and getting the event The Russian Tsardom Chastened, you'll have an annexation-type CB instead. Russia may fall to rebels or you may have to make them fall to you after the truce. You'll be able to reform Russia as a more secularized, western-looking Empire after the annexation. After you beat Russia and get Nationalism and Imperialism, you can consider sphereing the four central Asian countries and then wait for an event to fire which will annex them, or you could just go to war.;x
inland_claims_title;Our Inland Claims;x
inland_claims_desc;Uilscyr has been making plans to go up and claim the far reaches of the tributaries of the Jordrac River. This would bring them uncomfortably close to our territory. We should beat them to the punch, and maybe we'll discover some useful and interesting things in these lands.;x
install_miravelli_governor_title;Install a Miravelli Governor in Florence;x
install_miravelli_governor_desc;As Tuscany has continued to be restive in the decades since its conquest - in spite of continued efforts both violent and peaceful to convince the people to accept our rule - it is time to make a concession that will end the troubles once and for all. A Miravelli will be restored to power in Florence, but under our terms and control. Federico Miravelli is a nephew of the late Grand Duke Giancarlo, and has promised to do his utmost to cooperate with us, for the sake of his people. We are assured that this will placate the Tuscan people enough so that they will cease to be such a drain on our finances and military.;x
integrate_cymru_title;Integrate Cymru;x
integrate_cymru_desc;It was only in 1829 that the Duke of Cymru, Owain of Aberdaugleddau, made his realm subservient to ours, in a moment of diplomatic clarity. However, recent events between our two countries and a changing diplomatic situation abroad necessitate that we establish direct control over the Cymraeg lands. Perhaps the Duke can be made to see reason, but if not, then use of force must be considered.;x
integrate_native_states_title;Integrate all Indigenous People;x
integrate_native_states_desc;Aztlan's native people are the primogenitors of this land and have a right to it. We will accomodate all who belong here, under one government, of course.;x
integrate_navarra_title;Integrate Navarra;x
integrate_navarra_desc;Personal unions and vassal states are an antiquated concept more befitting of the 17th century than the 19th. Let us work to make Navarra a truly intrinsic part of the Hispanian Empire.;x
integrate_portugal_title;Integrate Portugal;x
integrate_portugal_desc;By slowly binding the administrators of Portuguese territory to the central government, we can make Portugal an integral part of Hispania once more.;x
integrate_wallonia_title;Integrate Wallonia;x
integrate_wallonia_desc;The Walloons are our brothers, even if they speak a strange language. We share a common history and a common fate. There can be no arguing that greater control would be beneficial for all involved! However, other nations will not necessarily look kindly upon this move and may even declare war in an attempt to preserve the local power balance.;x
intervene_in_banat_title;Intervene in the Banat;x
intervene_in_banat_desc;The Ardealan authorities are facing a crisis in the Banat and are taking harsh punitive measures against a revolt there. The situation is deteriorating rapidly, and local Hungarian nobles have appealed to us for succour in the form of military assistance.;x
intervene_in_syrmia_title;Intervene in Syrmia;x
intervene_in_syrmia_desc;The Ardealan authorities are facing a crisis in Syrmia, their westernmost territory, and are taking harsh punitive measures against rebels there. The situation is deteriorating rapidly, and local Hungarian nobles have appealed to us for succour in the form of military assistance.;x
investigate_earthquakes_title;Investigate Earthquakes;x
investigate_earthquakes_desc;The Royal Academy of Science long had a number of researchers interested in understanding earthquakes in order to prevent the kinds of deaths seen in the 1857 Potenza Earthquake. In that year, the government gave the Academy funding to create the Seismology Faculty, which studied the Potenza Earthquake using photography and mathematics.;x
invite_corsica_irk_title;Invite Corsica and Sardinia into the Republic;x
invite_corsica_irk_desc;The people of the islands of Corsica and Sardinia are proud and shrewd, and would make a fine addition to our republic. Together, we can seek prosperity for all. Let us extend our hand in friendship to them, that they may take it to make a brigther future for all.;x
invite_corsica_AQT_title;Invite Corsica and Sardinia into the Republic;x
invite_corsica_AQT_desc;Like us, the fledgling republic of Corsica-Sardinia has recently thrown off its royal parasites and stands among the free nations of the world. Their Italian neighbours eye them greedily, and alone on their islands, they are poor. But they may find protection and prosperity with our aid. Let us invite them to join the republic as a provisionary member!;x
invite_daufinat_PDN_ai_title;Invite Daufinat into the Padan Union;x
invite_daufinat_PDN_ai_desc;Daufinat observed the creation of the Union and has always been friendly toward us. They are linguistically and culturally similar to our own people. Inviting them to join our Union would solidify that friendship and make sense for both of our peoples, as well as helping us further against Naples.;x
invite_daufinat_PDN_title;Invite Daufinat into the Padan Union;x
invite_daufinat_PDN_desc;Daufinat observed the creation of the Union and has always been friendly toward us. They are linguistically and culturally similar to our own people. Inviting them to join our Union would solidify that friendship and make sense for both of our peoples, as well as helping us further against Naples.;x
invite_hai_title;Invitation to Firgene;x
invite_hai_desc;Our union of the Aenglisc-speaking peoples in North Ameriga will not be complete until we have embraced Firgene, the second-largest island in the Caribbean. It would also be a strategic location with which to expand our maritime influence.;x
invite_malta_irk_title;Invite Malta into the Republic;x
invite_malta_irk_desc;The people of the islands of Malta are proud and shrewd, and their island occupies a strategic position in the Mediterranean Sea. They would make a fine addition to our republic. Together, we can seek prosperity for all. Let us extend our hand in friendship to them, that they may take it to make a brigther future for all.;x
invite_navarra_title;Union with Navarra;x
invite_navarra_desc;The Basque people have a long history of cooperation with our nation and Navarra, near the warring francophone duchies, is in a perpetual state of risk. For their own protection and with a little persuasion, the Basques might consider rejoining our country.;x
invite_PRE_title;Invite the Republic of Prouvença to join our republic;x
invite_PRE_desc;Both we and our neighbours in Prouvença have overthrown the monarchy. We should join forces!;x
invite_romagna_PDN_title;Invite Romagna into the Padan Union;x
invite_romagna_PDN_desc;Now that Romagna is free from the clutches of the Neapolitans, we can integrate them into our Union so that they will never have to stand up to southern aggression again. With the acquisition of Tuscany and Romagna, we will have marches that will protect us against the Neapolitans.;x
invite_sicily_irk_title;Invite Sicily into the Republic;x
invite_sicily_irk_desc;The people of Sicily are proud and shrewd, and would make a fine addition to our republic. Together, we can seek prosperity for all. Let us extend our hand in friendship to them, that they may take it to make a brigther future for all.;x
invite_tuscany_PDN_title;Invite Tuscany into the Padan Union;x
invite_tuscany_PDN_desc;Now that Tuscany is free once more, we can integrate them into our Union so that they never need to face Neapolitan aggresssion again. With the acquisition of Tuscany and Romagna, we will have marches that will protect us against the Neapolitans.;x
IRO_expand_title;Our Southern Lands;x
IRO_expand_desc;There are many of our peoples on the southern shore of Lake Sowsewat, and they are under threat by Europeans. They would surely be better off with their brethren.;x
IST_rapprochement_with_slavs_title;Rapprochement with the Slavs;x
IST_rapprochement_with_slavs_desc;The Slavs of the hinterlands have often been at odds with us, but with the recent crackdown we have experienced, many of have expressed sympathy. Let us embrace them and work together on this project of freedom!;x
italy_unite_without_title;Unite Italy;x
italy_unite_without_desc;With the waning temporal power of the Pope in Rome, it would be best for all if the Papal States were joined to the Kingdom of Naples in a new Kingdom of Italy, which would be a more stable and reliable ally in the region.;x
jordracisc_destiny_title;Jordracisc Destiny;x
jordracisc_destiny_desc;Much of the length of the great Jordrac River has been occupied already. However, the uppermost reaches of its tributaries are yet unexplored and unclaimed. With a small amount of governmental patronage, we can ensure that Uilsc explorers claim these lands, as far as the Andes, for Uilscyr.;x
keep_the_peace_in_banat_title;Keep the Peace in the Banat;x
keep_the_peace_in_banat_desc;The authorities of Ardeal are facing a rebellion in their territory of the Banat. It seems that governmental authorities have decided to ignore the situation entirely and the area is becoming increasingly violent, with crime and vagabondage spilling over our borders. It is time to step in and restore order.;x
keep_the_peace_in_syrmia_title;Keep the Peace in Syrmia;x
keep_the_peace_in_syrmia_desc;The authorities of Ardeal are facing a crisis in their western territory of Syrmia. Tensions are running quite high among peasants and the Hungarian nobility as the famine worsens. It seems that governmental authorities have decided to ignore the situation entirely and the region is becoming increasingly violent, with crime and vagabondage spilling over into our borders. It is time to step in and restore order.;x
korea_question_title;The Korea Question;x
korea_question_desc;Devolving relations with Japan has raised tensions between our two nations over the Korean peninsula. Perhaps we should demand a redrawing of the map.;x
liberate_afro_amerigans_title;Liberate the Afro-Amerigans;x
liberate_afro_amerigans_desc;Now that the former slaves of the Caribbean are free, we should turn our gaze northwards to the Amerigan Coast. The African diaspora there cries out for liberation!;x
liberate_antilles_title;Liberate the Antilles;x
liberate_antilles_desc;The Antilles off the coast of Gidan are a natural part of our patrimony and populated by our brethren. We should liberate them.;x 
liberate_carribean_title;Liberate the Caribbean;x
liberate_carribean_desc;Across the Caribbean Sea, colonial powers hold the formerly enslaved people of Africa under conditions barely better than when they were first brought here in shackles. From the sandy shores of Demonseg to the verdant slopes of the Islas Azules, let freedom ring.;x
liberate_tuscany_title;Liberate Tuscany;x
liberate_tuscany_desc;With Romagna safe in our hands and our strength consolidated, it is at last time to free our Tuscan brothers and let them join our union for the common good and defence of the north. Let the Arno flow free!;x
look_for_a_buyer_for_aqt_s_a_title;Sell Araguari;x
look_for_a_buyer_for_aqt_s_a_desc;In light of the recent banning of slavery in Aquitània, the value of our plantations in our South Amerigan colony of Araguari has crashed. We should consider selling the land - the intendencies of Nova Bordeu and Porterei to Gidan or Uilscyr. The latter, in particular, would probably be interested in the territory, given its proximity to their capital at the mouth of the Jordrac River.;x
mare_nostrum_novum_title;Mare Nostrum Novum;x
mare_nostrum_novum_desc;In Europe, Aquitània controls the Mediterranean. With our strong position in Ameriga, it is time to declare ourselves the masters of the new world's inland sea.;x
maretans_are_italian_title;The Maretans are Italian!;x
maretans_are_italian_desc;The Maretans of Corsica and Sardinia speak a language quite similar to ours, and have long shared in the cultural and economic life of the Tyrrhenian coast and general Mediterranean sea. Now that we control the north of the peninsula, having brought the Padan Union to heel, there's no reason for them to properly resist us. Gloria per la patria!;x
margaria_ai_solelha_purchase_title;Totally Innocuous Decision;x
margaria_ai_solelha_purchase_desc;Definitely doesn't exist to help AI Margaria buy Solelha. Nope.;x
me_intervention_title;Intervene in Persia;x
me_intervention_desc;The Shah's rule in the Middle East is collapsing. We should take the opportunity to stabilize the region under our rule.;x
me_intervention_FRA_title;Protect the Outremers;x
me_intervention_FRA_desc;The Frankish-speaking Outremers, a legacy of the Crusades, are threatened by the recent ethnic strife in the Holy Land. We should intervene to protect them.;x
med_islands_join_forces_ai_title;Join forces with Cyprus!;x
med_islands_join_forces_ai_desc;Cyprus is a rising star, and if we offer to join them, we can contribute to their fledgling republic and forge for ourselves a bright future!;x
med_islands_join_forces_crete_title;Join forces with Cyprus!;x
med_islands_join_forces_crete_desc;Cyprus is a rising star, and if we offer to join them, we can contribute to their fledgling republic and forge for ourselves a bright future!;x
med_islands_join_forces_cyprus_title;Join forces with Crete!;x
med_islands_join_forces_cyprus_desc;Crete is a rising star, and if we offer to join them, we can contribute to their fledgling republic and forge for ourselves a bright future!;x
med_islands_trade_republic_title;Declare a trade republic;x
med_islands_trade_republic_desc;Now that we are free, we must forge our own path. Our guiding rule will not be blind faith in a distant emperor, but prosperity and common good. We will reward the shrewd and the enterprising, not the noble and the connected. We will care for our citizens and ensure that all can have a bright future!;x
mediterranean_aquitanians_title;Our Brothers, the Aquitanians;x
mediterranean_aquitanians_desc;The Sirocco blows on us all the same, no matter whose face it touches. We, too, should look past language and culture in our government, and accept the Aquitanians as our brothers.;x
mediterranean_catalans_title;Our Brothers, the Catalans;x
mediterranean_catalans_desc;The Sirocco blows on us all the same, no matter whose face it touches. We, too, should look past language and culture in our government, and accept the Catalans as our brothers.;x
mediterranean_cisalpines_title;Our Brothers, the Cisalpines;x
mediterranean_cisalpines_desc;The Sirocco blows on us all the same, no matter whose face it touches. We, too, should look past language and culture in our government, and accept the Cisalpines as our brothers.;x
mediterranean_italians_title;Our Brothers, the Italians;x
mediterranean_italians_desc;The Sirocco blows on us all the same, no matter whose face it touches. We, too, should look past language and culture in our government, and accept the Italians as our brothers.;x
mediterranean_maltese_title;Our Brothers, the Maltese;x
mediterranean_maltese_desc;The Sirocco blows on us all the same, no matter whose face it touches. We, too, should look past language and culture in our government, and accept the Maltese as our brothers.;x
