social_reform_movement;Social Reform Movement;;;;;;;;;;;;;x,,,,
spirit_of_freedom;The Spirit of Freedom;;;;;;;;;;;;x,,,,
spirit_of_freedom_desc;For some cultures, the notion of democracy and individual freedom is rooted in their very psyche.;;;;;;;;;;;;x,,,
successful_industrialist;Successful Industrialist;;;;;;;;;;;;;x,,,,
successful_industrialist_desc;Our leader is a wealthy industrialist skilled in matters of business and finance.;;;;;;;;;;;;;x,,,,
support_the_government;Government Support;;;;;;;;;;;;x,,,,
support_the_government_desc;The ruling party has extra support in this area.;;;;;;;;;;;;x,,,,
supports_imperial_edict;Supports the Imperial edict against foreigners;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
switched_production;Switched Production;;;;;;;;;;;;;x,,,,
switched_production_desc;The province has just switched its major production, and locals are still acclimatizing to the change.;;;;;;;;;;;;;x,,,
taiping_draft;Emergency Draft;;;;;;;;;;;;x,,,,
taras_shevchenko_local;Taras Shevchenko;;;;;;;;;;;;;x,,,,
taras_shevchenko_local_desc;Taras Shevchenko is gaining prominence and is affecting the Ukrainian peoples in their quest for independence and nation-building.;;;;;;;;;;;;;x,,,,
taras_shevchenko_local_title;Taras Shevchenko;;;;;;;;;;;;;x,,,,
taras_works_local;Taras Shevchenko;;;;;;;;;;;;;x,,,,
taras_works_local_desc;Taras Shevchenko is working hard after many life experiences, and is quickly becoming known as the father of the Ukrainian language and culture.;;;;;;;;;;;;;x,,,
taras_works_local_title;Taras Shevchenko;;;;;;;;;;;;;x,,,,
the_british_raj;The Indian Raj;;;;;;;;;;;;x,,,,
the_british_raj_desc;Greatest of the jewels in our nation's crown is the Indian Raj.;;;;;;;;;;;;x,,,,
the_dark_continent;The Dark Continent;;;;;;;;;;;;x,,,,
the_dark_continent_desc;A common name for Africa prior to its exploration, 'the Dark Continent' referred to the deep interior where few men had ever seen much less knew anything about. These deep jungles and desolate wastes were a no-man's-land, populated primarily by natives who had little contact with civilization. With the increase of exploration brought on by colonialism, suddenly the ability to colonize the areas previously denied us has become possible.;;;;;;;;;;;;x,
the_female_shortage;The Female Shortage;;;;;;;;;;;;x,,,,
the_ikhwan;The Ikhwan;;;;;;;;;;;;;x,,,,
the_ikhwan_desc;An alliance has been made with the Bedouin Wahhabists. Islam shall remain pure in our nation, in exchange for their military support.;;;;;;;;;;;;;x,,,
tozama_daimyo;Tozama Daimyo;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
treaties_of_velasco;Treaties of Velasco;;;;;;;;;;;;x,,,,
treaties_of_velasco_desc;The treaties may be worth less than the paper they're printed on, but they supposedly offer us a guarantee of independence from Mexico. We shall see if they last.;;;;;;;;;;;;x,,,
trek_boers;Vorausers;;;;;;;;;;x
trek_boers_desc;Steenkoolers from the Kaap Colony are migrating to this province. A small trickle in the stream that what will later be known as 'The Great Trek'.;;;;;;;;;;x;;;;
upper_class_purge;Upper-Class Purge;;;;;;;;;;;;;x,,,,
upper_class_purge_desc;Our recent purge of the upper class fatcats will remain in the public consciousness for a while yet, but the measures we have taken will ensure that any new leeches that foolishly make themselves known will not prosper in our country for a long while.;;;;;;;;;;;;;x,,,
upper_class_purge_title;Purge of the Upper Class;;;;;;;;;;;;;x,,,,
vangaurd_party;Vanguard Party;;;;;;;;;;;;x,,,,
vassal_nation;Vassal Nation;;;;;;;;;;;;x,,,,
vassal_nation_desc;As a vassal nation to a foreign power, we will always be seen as a lesser country in the eyes of the rest of the world.;;;;;;;;;;;;x,,,
violent_elections;Violent Elections;;;;;;;;;;;;;x,,,,
visionary_thinker;Visionary Thinker;;;;;;;;;;;;;x,,,,
visionary_thinker_desc;Our leader is a true visionary, and under his guidance we shall almost certainly see great leaps in technological progress.;;;;;;;;;;;;;x,,,
war_torn;War Torn;;;;;;;;;;;;x,,,,
war_torn_desc;This province has been devastated by the rebellion.;;;;;;;;;;;;x,,,,
wartime_elections;War-time Elections;;;;;;;;;;;;x,,,,
wartime_elections_desc;The elections are taking place in a time of war, an event which has taken center stage in the debates.;;;;;;;;;;;;x,,,
willow_palisade;Willow Palisade;;;;;;;;;;;;;x,,,,
zemene_mesafint;Zemene Mesafint;;;;;;;;;;;;x,,,,
zemene_mesafint_desc;The 'Age of Princes', where the rulers of Ethiopia must struggle to unite the nation under a single Emperor.;;;;;;;;;;;;x,,,
